,time (mimcroseconds),,,
n,iterative double,recusive double,iterative int,recursive int
799,20.6,36.6,31.8,152.6
800,30.3,67.7,39.1,164.2
801,42.5,36.3,48.7,212
802,62.3,63.5,43.9,129.9
803,22.5,22.5,28.6,143.3
804,30.5,34.5,52.7,237.8
805,28.9,22.8,46,140.5
806,29.2,36.6,48.4,183.8
807,38.6,39,53.9,139.7
808,22.9,28.9,28.9,130.4
809,22.5,49.4,33.3,226.6
810,22.8,22.7,29.1,129.9
811,22.7,22.6,28.9,120.9
812,22.8,22.6,37,115.4
813,23.2,22.8,29,119.9
814,28.4,22.9,29.4,115.6
815,22.8,22.6,29.1,114.7
816,28.9,23.2,29.6,114.8
817,22.9,22.7,38.5,113.4
818,23.1,28.2,29.5,116.9
819,22.8,22.9,29.4,114.4
820,22.9,23,35.1,120.8
821,23.2,23,29.4,113.9
822,23,23,29.4,123.9
823,28.8,23.1,29.2,114.5
824,23.2,23.1,29.7,122.1
825,23.1,23,29.4,116
826,23.4,23.2,35.2,117.4
827,29.1,23.3,36,115.5
828,23.1,23.2,32.5,116.3
829,23.1,28.6,31.6,117.7
830,23.4,23.7,31.8,118.4
831,23.4,23.6,37.6,115.9
832,23.4,23.4,37.9,116.5
833,23.3,23.3,32.3,121.7
834,23.4,23.3,32.1,115.3
835,23.3,23.3,31.8,123.2
836,23.7,23.4,32.6,117.3
837,23.4,27.1,33.2,126.1
838,25.3,23.5,32,120.4
839,23.5,23.4,32.3,126.6
840,23.7,23.7,31.9,120.9
841,23.7,23.4,32.3,126.3
842,32.5,23.6,34.2,122.7
843,24.1,23.7,33.4,124.5
844,54.5,22.4,61.9,122.5
845,23.9,23.8,30.3,124.3
846,23.9,29.5,58.8,147.1
847,23.7,23.7,30.7,119.6
848,23.9,24.4,36.2,158.6
849,37.6,43.3,50.5,211.6
850,42,39,50.7,220.8
851,40.2,37.3,46.3,184.5
852,65.3,49.6,50.1,292.6
853,43.2,45,62.6,219.5
854,52,52.7,69.1,259.7
855,47.5,57.4,60,218.7
856,48,48.7,56.8,224.8
857,50.3,47.6,51.8,300.1
858,42,48.5,61.6,228.5
859,38.7,43.1,46.3,197.7
860,41.6,70.9,94.1,238.8
861,40.2,54.4,62.4,253.7
862,41,43.3,60.8,298.6
863,100.3,47.7,62.5,274.8
864,65.9,43.7,63.1,598.5
865,43.6,43.4,47.6,213.1
866,42.5,41.5,56.2,215.1
867,45.3,42.1,55.8,217.1
868,44.6,43.2,62.2,215
869,41.6,41.5,54.9,221.7
870,44.2,45.1,57.4,616.7
871,44.5,43,57.4,242.3
872,43.9,50,59,245.3
873,44.8,43,57.8,222.9
874,45.9,44.1,56.6,219.1
875,44,50.1,57.9,211.7
876,54.2,46.7,55.3,207.9
877,45.9,54.5,60.1,211.3
878,47.1,57.7,70.2,215.5
879,47.3,44.8,66.2,210.2
880,46.4,45.6,58.6,226.4
881,47.6,47.5,62.5,227.6
882,45,45.4,59.4,221.4
883,45.4,45.3,57.7,215.8
884,46.5,46.9,58.7,209.5
885,55.5,44.6,58.5,219.6
886,45.1,54.2,59.4,209
887,46.7,43.5,68.2,209.6
888,45.1,47.3,67.4,212.9
889,45.7,43.8,57.2,219.9
890,45.2,44.4,56.3,225
891,46,45.7,57.8,225.3
892,45.7,45,58.8,209.7
893,46.6,48.4,58.9,218.9
894,56.8,47.8,60.8,234.1
895,56.5,45.3,59,213.4
896,46.1,55.2,58.1,216.1
897,48.4,46.9,67.1,218.5
898,368.2,58,58.1,224.7
899,46.4,46.1,61,222.5
900,47.3,47.6,62.5,220.1
901,49.1,47.4,60.7,218.8
902,46.6,47.4,58.1,214.7
903,44.9,45.8,57.8,227.4
904,44.5,45.9,60.4,220.9
905,48.6,46.2,62.7,216.8
906,48.2,48.4,57.9,218.1
907,49.3,50,64.3,220.6
908,48.7,48.4,60.8,239.7
909,48.7,48.9,63.8,215.4
910,46.1,47.1,57.8,232.2
911,48.4,47.9,59.3,214.6
912,58.6,47.7,62.2,233.6
913,53.8,48.2,62.8,218.5
914,48.7,56,62.2,222.4
915,49.2,58.5,64.5,225.7
916,47.3,55.2,62.9,223.9
917,48.3,47.3,70.4,218.4
918,47,46.5,72.6,218.4
919,48.1,47.4,61.1,233.6
920,47.6,45.4,59.8,268.6
921,48.8,46.8,62,276.6
922,49.4,49.9,57.8,245.1
923,49.4,50.1,64.6,233.3
924,46.8,49.8,61.3,243.4
925,49.2,50.2,64.9,232.6
926,49.2,47.9,62.4,261.8
927,47.5,47.8,59.1,235
928,58.7,49.2,65.4,249.4
929,58.3,49.3,66.2,242.2
930,54.3,46.5,59.8,384.7
931,29.4,26.5,34,235.7
932,26.9,26.3,34.5,192.7
933,26.5,26.2,33.9,155.1
934,26.3,26.9,33.5,183.7
935,26.9,26.9,33.9,147.6
936,27.2,27.2,35.3,190.5
937,26.9,27.2,33.9,162.3
938,31,26.7,37.9,144.2
939,38.9,27.5,34.3,138.9
940,26.5,27.2,34.1,152.9
941,26.8,27.1,34.1,169.3
942,27.6,27.4,34.9,192.5
943,33.1,27.3,34.4,233.7
944,28.8,27.1,34.6,149.2
945,26.8,27.5,34.6,170.5
946,52.6,27.8,35.1,226.8
947,83.9,29.2,34.8,165.4
948,27.3,27.4,54.3,216.4
949,46.2,44.9,1647.6,309.2
950,67.3,63.5,82.6,279.4
951,75.1,66.1,95.9,295.4
952,67.7,71.6,85.7,301.8
953,57,53.9,71.6,262.8
954,57.6,66.6,298.5,256.3
955,27.6,28.2,34.5,279.8
956,28,27.4,34.6,148.3
957,27.5,27.2,34.5,141.8
958,27.4,27.2,35.1,141.9
959,29,27.5,35.4,145.7
960,27.4,27.6,35,142.5
961,28,27.3,34.8,144.5
962,27.5,27.1,35,140.7
963,27.1,27.3,34.7,142.3
964,27.4,27.3,34.8,136.7
965,27.4,27.3,35,136.9
966,27.3,27.2,34.8,136.4
967,27.6,27.5,35.1,136.5
968,27.3,27.4,34.8,136.5
969,27.4,27.3,34.9,144.1
970,27.4,39.1,35.3,137.6
971,33.2,27.6,34.9,139.3
972,45,27.5,37.2,138.7
973,27.8,27.5,35.1,143.5
974,27.7,27.5,43.2,137.3
975,27.7,27.7,35.1,143.4
976,27.7,27.7,35.1,137.7
977,27.7,27.7,35.2,142.3
978,27.9,27.6,42.9,139.4
979,27.7,27.6,43.3,140.1
980,27.8,28,45.2,140
981,28,34.2,39.5,141.5
982,32.8,27.7,38.7,164.4
983,61.6,33.8,35.7,185.3
984,28.3,27.9,42.1,140.8
985,27.9,28,35.4,138.9
986,28,33.6,35.6,146
987,28.1,28,35.8,141.2
988,33.8,28,35.7,141.7
989,28.2,28,35.8,148
990,28.2,35.7,36.1,139.8
991,35.7,28.1,35.8,146.5
992,34.6,28.1,35.7,141.6
993,28.3,28.2,35.9,161.2
994,44.1,29,36,146.9
995,28.4,39.7,116.9,273.1
996,30.8,34.1,42.4,170.7
997,46.8,44.8,64,202
998,33.9,39.7,36.7,156.1
999,28.5,28.8,39.2,274.8
1000,189.6,241.9,119.6,260.2
1001,30.4,28.8,37.1,183.8
1002,28.6,40,36.4,154.3
1003,28.6,28.6,41.2,141.7
1004,37.3,28.5,36.2,143.1
1005,28.7,28.6,36.3,153.8
1006,28.8,28.5,36.6,147.1
1007,28.6,28.7,36.4,148.6
1008,28.9,28.6,36.7,153.4
1009,28.9,62.7,54.6,322.7
1010,29.7,28.9,36.6,142.5
1011,28.9,28.7,43.4,155.5
1012,28.9,33.8,37,145.5
1013,28.8,28.8,44.8,144.5
1014,28.9,28.9,39.3,145.9
1015,34.9,29.2,39.4,141.3
1016,28.8,29,36.8,150.1
1017,28.9,29,39,145.2
1018,29.1,28.9,38.7,152.6
1019,29.1,29.1,39.1,147.4
1020,29,29.1,45.1,146.8
1021,29.7,29,37.2,172
1022,36.3,29,37,146.3
1023,29,29.1,37.3,151.5
1024,29.2,29,37.4,151.9
1025,29.1,29.3,37.1,151.6
1026,29.1,29.2,37.1,145.9
1027,29.1,29.2,43.1,146.3
1028,29.2,29.2,37.4,146.3
1029,40.8,29.3,37.3,145.7
1030,29.4,29.2,37.3,154
1031,29.3,29.2,37.4,152.9
1032,29.4,29.2,37.4,153.8
1033,29.3,29.4,37.5,144.9
1034,33.8,29.3,43.3,150.3
1035,42.2,50.1,96.3,314.3
1036,78.8,53.1,110.8,496
1037,33.8,29.8,37.7,155.7
1038,29.7,29.6,37.6,155.1
1039,29.7,29.6,37.5,155.8
1040,29.6,35.6,37.9,146.9
1041,29.6,29.5,37.7,146
1042,35.3,29.7,37.7,146.6
1043,29.8,29.7,37.9,153.6
1044,29.8,29.8,37.9,152.4
1045,35.5,29.6,43.7,148.7
1046,29.7,29.9,40.3,147.9
1047,29.9,35.7,40.9,153.1
1048,29.8,29.8,38.1,153.7
1049,29.8,29.8,38,147.9
1050,29.9,29.8,38,168.3
1051,46.5,50.8,59.3,246.6
1052,49.9,46.6,57.5,168.5
1053,43.6,30.1,38.1,150.3
1054,30.3,30.1,38.1,155.7
1055,30.1,30,38.2,171
1056,30.2,30.2,44.3,160.1
1057,30.2,30.2,38.4,148.7
1058,30.3,35.9,38.7,186.6
1059,38.4,30.2,38.7,165.4
1060,30.4,30.3,38.4,154.2
1061,36.1,30.2,38.5,174.2
1062,30.4,30.2,38.5,184.9
1063,30.2,30.3,50.4,173
1064,30.3,30.2,38.6,171.1
1065,36.4,30.5,38.5,314.4
1066,77.9,73.1,40,166
1067,30.8,30.4,39.1,211.5
1068,33.3,156,121.3,336.2
1069,40.2,30.8,39.2,183.1
1070,30.7,30.7,43.4,174.9
1071,30.4,30.6,39,164.5
1072,30.5,30.5,44.6,183.8
1073,36.1,30.6,38.8,167.2
1074,36.5,31.2,39.2,217.6
1075,30.7,30.8,39.1,164.2
1076,30.7,30.6,38.9,152.1
1077,30.8,30.6,38.9,181.9
1078,30.9,30.9,39.1,154.8
1079,30.8,36.3,39.2,154.7
1080,30.8,30.7,39,178.5
1081,42.2,31,39.2,177.1
1082,30.8,30.9,39.3,178.1
1083,30.9,30.8,39.3,155.9
1084,30.9,36.5,39.4,160.3
1085,36.4,31.2,39.4,169
1086,31.2,31.1,39.6,161.3
1087,31,31,39.4,170.3
1088,31.2,31.1,43.4,160.6
1089,30.9,36.4,39.3,159.2
1090,40.9,31.1,39.7,161.3
1091,31.2,31.2,39.7,154.8
1092,34.6,31.2,44.9,157.6
1093,31.2,31,39.9,155.3
1094,31.2,31.2,40,155.8
1095,31.3,31.1,39.9,167
1096,31.5,31.4,40.1,154.8
1097,31.7,31.4,46.1,157.9
1098,40.3,31.6,40.1,156.2
1099,39.4,31.6,40.1,158.8
1100,31.7,31.5,40.6,162.3
1101,31.7,31.7,40.3,156.7
1102,31.6,31.6,45.8,160.6
1103,32.1,35.3,40.3,159.9
1104,31.7,31.4,40,155.7
1105,42.7,31.6,40.2,162.6
1106,31.4,31.6,39.9,165.6
1107,31.5,36.7,40.4,158.5
1108,31.6,31.5,40.3,176.5
1109,32,32,40.3,197.4
1110,32.4,39.2,45.3,167.1
1111,32.3,32,40.4,170.6
1112,32,31.8,41.1,182
1113,32.5,32,48.9,175.8
1114,32.5,31.8,40.8,167.3
1115,38,32.4,51.7,241.8
1116,32,31.9,41,193.7
1117,32.2,31.8,40.5,221.1
1118,32.7,32,40.7,157.9
1119,32.2,37.7,40.7,158.9
1120,32.1,32.2,61.6,171.6
1121,32.3,32.2,40.6,159.3
1122,32,32.2,46.4,158.7
1123,32.1,32.2,41,166
1124,37.3,32.3,40.9,158
1125,32.2,32.3,41,169.8
1126,32.8,33.1,41,159
1127,32.7,32.8,47.1,163.9
1128,32.8,32.8,42.6,167.9
1129,32.7,32.9,43,160.8
1130,32.4,32.2,49.9,160.6
1131,32.5,35.8,42.8,159.3
1132,38.2,32.6,41,176.1
1133,32.5,32.5,41,166.7
1134,32.7,32.3,41.7,165.8
1135,32.7,37.8,41.5,162.3
1136,32.4,32.6,41.6,167.3
1137,32.7,32.4,41.4,163.1
1138,33,33.1,49.9,163.6
1139,32.8,32.7,41.3,169.4
1140,32.8,32.6,41.5,166
1141,32.8,32.8,41.7,176.1
1142,32.7,32.7,41.3,165.2
1143,38.5,32.9,41.5,166.8
1144,33.2,33.4,41.6,171.5
1145,32.7,32.9,41.7,166.5
1146,42.3,38.1,41.9,165.3
1147,32.9,32.9,44,174.7
1148,32.8,32.8,41.8,167.1
1149,32.8,38.2,41.7,164.8
1150,32.9,32.8,41.9,169.4
1151,33,33.4,41.8,166.9
1152,33.5,33.4,47.6,167.7
1153,33.6,33.5,42,164.7
1154,33.7,33.6,41.9,164.2
1155,33.2,33,42,170.9
1156,36.9,33.8,42,167.4
1157,39.3,33.9,41.9,167.2
1158,33.2,33.1,42,172.8
1159,33.4,33.3,42,175.6
1160,33.5,38.9,42.5,164.2
1161,33.5,33.6,42.1,170.7
1162,33.4,33.5,42.5,164.4
1163,69.7,41.3,47.9,165.8
1164,33.5,33.2,42.4,174.3
1165,33.2,33.4,46.3,164.3
1166,33.3,33.4,48.1,188.4
1167,33.6,33.4,43.1,183.6
1168,33.6,33.3,45,171.3
1169,33.5,33.3,52.3,176.4
1170,33.4,33.6,42.4,177
1171,33.5,33.5,45.4,166.3
1172,33.7,33.6,48,169.1
1173,33.5,41.8,89.8,189.1
1174,42.5,35.8,44.9,172.2
1175,36.1,41.7,44.8,174.4
1176,36.1,37.3,50.2,181.1
1177,33.7,33.6,42.9,167.2
1178,33.9,39.2,43,168.1
1179,34.3,34.1,42.9,177.3
1180,33.8,33.9,43,195.4
1181,33.8,34,50.4,175.5
1182,34.1,33.8,42.9,173.7
1183,34.4,37.5,43.4,176.3
1184,34.5,34.3,48.8,178.8
1185,34.3,34.4,43.2,196.8
1186,33.9,33.9,43.2,220.1
1187,34.5,34.3,48.7,202.8
1188,34.1,34,43.2,193
1189,34.4,34.1,43.4,186.7
1190,34.7,34.7,48.8,176.4
1191,34.4,34.5,43.5,228.3
1192,34.2,34.6,43.3,200.7
1193,34.4,34.3,49.1,186.9
1194,34.2,34.2,43.6,183.7
1195,40.5,34.6,43.5,210.4
1196,34.9,34.5,43.6,197.6
1197,34.3,34.3,43.8,200.9
1198,40.4,34.7,43.8,178.6
1199,38.3,35,43.8,196.4
1200,34.9,34.8,43.7,173
1201,40.1,34.7,43.9,173.8
1202,34.6,34.6,43.8,206.9
1203,34.7,34.6,46.9,206.7
1204,40.1,34.5,44,183.1
1205,34.7,34.6,44,184
1206,34.7,34.6,47.7,191.4
1207,35.1,35,48,177.5
1208,35.1,35,49.7,176.2
1209,34.8,34.7,44.1,184.8
1210,35.5,35.1,44,177.4
1211,35.1,35.2,49.7,173.9
1212,40.2,38.3,44.3,177.9
1213,34.7,34.9,44.1,174
1214,34.8,34.8,49.8,172.7
1215,34.9,34.7,44.2,181.7
1216,35,35,44.5,175.1
1217,37.7,38.4,51.4,174.7
1218,35.2,34.8,44.6,183.4
1219,35,35,50.2,172.7
1220,35.6,41.6,44.3,173
1221,35.3,35.4,44.5,333.5
1222,37.1,35.5,44.7,186.6
1223,35.3,35.4,95.1,430
1224,89.8,98.1,113.1,457.8
1225,107.8,89.7,115.1,508.6
1226,88.1,87.8,111.9,431.4
1227,88,88.4,131,356.6
1228,65.3,71.5,82.7,318.6
1229,64.8,64.9,82.6,318.1
1230,71.5,64.7,82.5,313.8
1231,65.4,72.9,82.9,329.8
1232,65.2,65.3,83.1,336.5
1233,75,40.1,50.9,199
1234,57.5,40.2,50.7,199.5
1235,40.1,40.1,61.3,202.5
1236,40,40.2,53.1,216.1
1237,40.4,40.3,50.8,200.6
1238,40.2,40.1,57.4,200.9
1239,40.2,40.1,50.6,214.1
1240,40.5,40.1,50.9,200
1241,40.5,65.7,45.3,177.4
1242,35.8,35.5,45.4,183.7
1243,36.4,35.8,45.5,177.9
1244,35.7,41.1,45.4,180.7
1245,35.7,35.9,45.6,184
1246,35.9,35.7,45.4,178.9
1247,41.7,36.1,45.5,179.6
1248,36,36.1,45.8,183.7
1249,36.1,36,45.6,185.7
1250,41.6,35.8,45.6,180.2
1251,36.1,36,51.2,179.1
1252,36.1,36,45.7,185.1
1253,36.2,36,45.6,179.9
1254,46.8,41.6,45.8,179.8
1255,36.1,36.1,45.7,184.4
1256,36,36,46,180.5
1257,36.2,41.8,46.1,181.6
1258,36.1,36.2,45.9,185.4
1259,36.4,36.3,46.4,181.3
1260,41.9,36.5,46.1,188.2
1261,36.2,36.1,51.3,181.4
1262,36.4,36.1,54,191.3
1263,36.3,36.4,49,253.4
1264,37.2,43.6,59.8,267.6
1265,37.7,36.8,54.4,201.7
1266,36.8,36.5,63.8,265.9
1267,38.1,36.5,47,224.9
1268,57.1,40.6,46.8,238
1269,96.7,155.6,88.9,364.9
1270,38.2,54.1,110.9,258.7
1271,48.8,36.8,47.5,208.4
1272,37.2,48.3,46.8,188.2
1273,37.4,36.9,62.1,186.3
1274,37.2,36.7,52.7,193.1
1275,37,36.8,46.9,186.8
1276,37.1,43.6,46.9,184.8
1277,39.3,37.9,49.3,190.7
1278,37.3,37.1,46.5,189.4
1279,37.4,37.1,46.7,188.9
1280,37.1,36.8,53.2,184.9
1281,37,36.9,46.7,189.2
1282,37.3,37,47.1,183.6
1283,37,42.8,47.4,183.7
1284,37.2,37.1,47.5,187.2
1285,37.4,37.2,46.9,208
1286,37.2,37.3,47.2,183.1
1287,39.8,45.8,56,186.1
1288,37.4,37,50.1,190
1289,37.4,37,50.4,186
1290,42.8,37.3,51,189.7
1291,37.2,37.2,52.7,187.8
1292,37.3,37.2,47.6,217.4
1293,37.4,37.4,47.9,203.6
1294,45.7,40.4,48.9,212.5
1295,40.4,41.2,57.2,281.7
1296,38.9,37.8,47.8,229.4
1297,37.5,37.5,47.5,260.8
1298,37.7,37.2,48,251
1299,37.7,43.7,47.7,229.1
1300,37.6,37.6,47.5,228.8
1301,38.2,37.7,47.8,214.4
1302,37.8,37.7,47.7,201.6
1303,37.8,44,48.2,193
1304,38.2,37.7,47.7,196
1305,37.6,37.8,48,216.8
1306,38.1,37.4,47.7,219.7
1307,37.8,43.7,48.2,227.4
1308,37.7,37.7,47.9,212.1
1309,38.8,38.3,48.4,270.1
1310,148,119.6,75.6,304.1
1311,39.4,38.2,48.5,372
1312,137,64.5,148.6,321.6
1313,110.8,117.6,127.5,259.9
1314,35.9,35.2,48.1,251.2
1315,50.9,40.6,66.4,565.9
1316,109.8,39.3,48.4,236.8
1317,77.6,69.5,49.6,238.4
1318,38.5,38.1,49,212.3
1319,38.2,38.1,48.4,209.5
1320,38.3,38.5,78.3,226
1321,68.7,38.2,64.6,273.6
1322,38.8,44.4,48.9,224.5
1323,37.9,68.7,55.5,362.2
1324,38.1,38.1,48.7,221.8
1325,82.7,38.3,48.6,254
1326,49.9,100.1,52.3,194.4
1327,62.1,35.1,50.4,245.5
1328,35.4,35.2,44.9,179.8
1329,35.3,35.1,45,175.1
1330,41.3,65.5,45,179.3
1331,40.9,35.4,83.2,222.4
1332,67.2,38.6,162.7,494.9
1333,67.1,66.4,105,418.9
1334,36.8,35.9,45.4,197.6
1335,35.8,35.6,45.1,204.8
1336,35.5,35.7,45.4,180.5
1337,35.6,35.7,50.6,180
1338,36.2,36,75.7,218.5
1339,41.3,35.5,45.4,182.9
1340,35.5,35.6,45.2,247.4
1341,38.9,44.5,55.1,531.5
1342,94.4,115.5,108.4,543.7
1343,103.7,94.5,170.1,184.4
1344,65.6,38.8,76,450.3
1345,75.3,48.7,133.1,407.7
1346,65.4,59.4,80.9,396.5
1347,62.5,82.1,91.7,405.7
1348,193.9,67.1,88.2,581.6
1349,66.2,89.1,65.3,278
1350,39.9,45,52.5,419
1351,139.8,39.2,50.1,235.6
1352,42.1,63.5,85.9,263.5
1353,39.4,100,74.3,216.3
1354,39.4,78.4,80,209
1355,41.6,35.9,45.7,184.3
1356,36,36.1,45.7,184.2
1357,36,36.1,51.6,179.5
1358,36,41.4,46.1,178.6
1359,36,36,45.9,186
1360,38.8,39.1,48.4,184.2
1361,36,36,46.2,200.8
1362,36.3,41.3,46,181.2
1363,41.9,36.3,54.4,185.7
1364,36.4,36.3,50.2,196
1365,41.2,36.5,46.3,180.8
1366,41.6,36.2,46.5,182.5
1367,36.2,36.2,52.6,191.5
1368,36.6,36.3,46.4,188.8
1369,36.5,36.5,50.9,245.2
1370,39.8,39.7,50.5,201.4
1371,49.5,41,50.1,264.2
1372,70.9,69.5,79.6,234.7
1373,71.3,36.6,46.6,188.5
1374,36.5,36.4,46.4,189.9
1375,47,36.7,46.4,182.8
1376,37,37.1,52.2,190.4
1377,36.9,42,46.6,192.5
1378,36.7,36.7,46.7,192.8
1379,36.9,36.8,46.4,182.7
1380,36.9,42,46.5,187
1381,36.8,36.8,46.7,187.9
1382,36.8,36.9,46.7,218
1383,37.2,37.2,47.2,187.7
1384,42.2,37.1,46.7,189.6
1385,36.9,37,52,185.6
1386,36.9,37,47,190.3
1387,42.4,37.1,46.9,207.5
1388,37.1,37,49,319.1
1389,59.8,43.3,57.5,257.7
1390,41.2,40.3,59.1,303.6
1391,43.7,40.2,77.3,400.1
1392,82.2,67,77,340.4
1393,41.4,41,55.5,378.3
1394,47.3,49.4,74.4,355.4
1395,41.8,40.5,51.5,237.9
1396,51.1,40.3,51.8,226.4
1397,40.3,40.2,58,214.3
1398,40.4,40.6,51.1,285
1399,40.7,40.4,55.7,232.6
1400,40.5,54.1,69.3,284.2
1401,41.4,40.9,52,233
1402,54,41.4,69.9,300.8
1403,108.7,54,58.5,226.4
1404,40.6,52.1,56.2,215.8
1405,40.7,40.6,58.2,198.2
1406,70.8,46.1,52.9,218.2
1407,41,40.5,52,218
1408,40.7,40.8,52,222.3
1409,56,40.7,51.7,242.3
1410,44.2,49.3,54,203.9
1411,41,40.7,51.9,205.9
1412,40.9,40.9,51.8,206.2
1413,41,41,51.9,202.4
1414,54.3,41.2,52.5,206.6
1415,41.1,41,57.7,203.4
1416,40.9,41,52.2,208.7
1417,41,40.8,52,226.3
1418,41,40.9,52,204.5
1419,41,46.6,52.2,202.7
1420,41.1,41.3,57.7,204.1
1421,41.1,41.2,52.2,212.5
1422,41.1,41.2,52.1,218.2
1423,41.2,41.4,52.2,202.6
1424,41.3,69.5,62.2,212.2
1425,41.2,41.2,61.6,204.8
1426,41.5,41.2,52.5,213.2
1427,42.1,41.1,52.6,211.1
1428,41.3,41.2,52.6,205.1
1429,47,41.6,52.5,204.7
1430,41.6,41.5,58.3,233
1431,47.7,41.5,52.6,364.9
1432,80.6,79.4,96.3,273.8
1433,42.3,41.7,53.1,238.5
1434,41.8,41.7,58.5,229.3
1435,42,41.9,52.9,212.3
1436,52.3,41.5,52.7,225.3
1437,41.9,56.9,53.8,219.4
1438,54.6,41.8,72.8,277.7
1439,44.5,44.6,56.2,271.7
1440,44.3,44.5,55.5,218
1441,44.8,44.4,55.6,215.8
1442,44.6,44.9,56.9,217
1443,56.3,41.9,54.3,209.7
1444,42.8,48.6,54.2,210.3
1445,42.1,41.9,59,207.7
1446,41.9,41.7,52.7,213.3
1447,41.9,41.7,52.8,211.8
1448,41.8,41.8,53,206.8
1449,41.8,47.4,53.1,207.9
1450,41.9,41.8,58.8,211.2
1451,42.1,41.8,53.4,237.4
1452,42.1,41.9,53.2,223.2
1453,41.9,41.9,53.1,219.4
1454,48.2,55.1,97.8,395
1455,95.8,66.9,54.3,222.5
1456,42.1,42.2,66.7,210.8
1457,42.2,42,53.5,218.2
1458,42.3,42.1,53.6,219.4
1459,48.3,42.2,53.7,211.4
1460,48.5,42.4,53.9,214.9
1461,42.8,56.5,54.1,226.6
1462,42.8,42.5,60.4,226.5
1463,42.3,42.5,53.8,232
1464,118.6,60.4,120.4,258.6
1465,46.5,45.7,56.9,225.3
1466,48.4,42.5,54,216.7
1467,55.6,55.5,54,212.4
1468,48.6,42.6,54.1,213.8
1469,42.6,48.3,54.1,214.2
1470,42.7,42.8,59.7,212.4
1471,42.6,42.5,97.5,554.3
1472,44,42.8,54.4,256.6
1473,43.7,42.8,54.9,254.3
1474,51,43.1,54.5,275.9
1475,77.4,70.9,74,368.4
1476,72,53.6,62.7,335.6
1477,44,49.6,76.7,346
1478,43.6,43.9,54.4,358
1479,43.4,42.9,54.8,238
1480,43.2,43.1,54.3,214.6
1481,49.1,43,54.3,212.2
1482,43.1,43.1,60.2,211.1
1483,43.1,43.1,54.4,245.7
1484,42.9,43.1,54.7,248.2
1485,43.1,43,54.7,245.3
1486,48.9,43.2,54.6,214.4
1487,43,48.9,54.6,221.2
1488,43,43.2,60.3,229.2
1489,43.5,43.3,54.5,225.8
1490,43.3,43.1,54.8,284.3
1491,43.2,43.2,55,240.2
1492,49.5,43.5,55.2,276.1
1493,50.6,43.3,55,289.1
1494,43.2,43.4,62.4,238.6
1495,43.3,43.4,55.5,237.5
1496,43.4,43.6,55,232.3
1497,43.6,43.5,55.1,265.3
1498,43.6,43.5,55.4,249.9
1499,49.3,43.5,55,220
1500,43.6,49.1,57.8,218.5
1501,43.7,43.6,60.9,216
1502,43.8,43.6,55.6,229.4
1503,43.7,43.8,55.3,256.6
1504,43.8,43.7,55.4,218.4
1505,57.3,44,55.2,216.5
1506,43.7,49.4,55.5,215.6
1507,43.7,43.9,60.8,224.4
1508,43.8,43.8,55.2,222.9
1509,44,44,55.6,230.1
1510,51.8,43.7,55.8,218.7
1511,49.5,43.9,87,220.3
1512,50.5,44.1,55.7,227.8
1513,43.8,49.5,55.9,371.2
1514,81.7,71.8,82.1,366.4
1515,83.4,82.2,101,336.6
1516,71.9,84.8,89.7,259.8
1517,53.7,44.7,90.5,327.8
1518,44.8,44.1,56.1,224.1
1519,64,44.2,55.8,291.4
1520,72.5,92.4,58.8,226.9
1521,44.4,44.1,56.1,216.5
1522,49.9,44.4,56.9,225.5
1523,47.8,53.9,57.3,214.5
1524,47.4,48.2,93.3,224.3
1525,44.1,44.2,62.9,224.2
1526,46.1,49.5,56.4,227.9
1527,44.4,44.1,56.8,229.1
1528,44.4,44.3,56.7,224.9
1529,44.3,44.2,56.5,233
1530,50.6,44.6,56.6,222.7
1531,44.3,50,56.3,225
1532,44.6,44.4,62.5,222.3
1533,44.6,44.4,56.3,227
1534,44.5,44.6,56.4,228.1
1535,44.7,44.4,56.6,229.2
1536,44.8,44.9,57.1,223.3
1537,58.6,44.6,58.1,225
1538,66.2,44.6,56.9,223.6
1539,53.4,50.3,57.1,223.7
1540,44.8,44.6,62.3,233.8
1541,45.1,44.9,56.9,227.9
1542,44.9,72.6,64.5,230.3
1543,49.2,49.2,56.8,304.2
1544,45.6,44.8,57.2,236.1
1545,57.4,44.8,56.9,233.7
1546,45.1,45,57.2,231.5
1547,45.4,45.3,59.6,225
1548,50.9,45.1,61.5,227.6
1549,45.2,51,59.9,224
1550,45.2,44.9,62.7,255.2
1551,45.5,44.9,64.6,223.1
1552,58.2,45.3,57.4,229
1553,54.6,45.3,57.1,271.6
1554,45.7,45.2,70.5,273
1555,46.2,45.9,57.6,252.4
1556,57,45.9,59.5,347.6
1557,47.2,51.8,60.7,269.4
1558,61.8,46.6,58.4,350.1
1559,46.3,76.1,93.4,448.1
1560,74.3,45.8,92.7,276.2
1561,78.4,45.8,57.5,353
1562,90.7,45.9,57.7,235.9
1563,61.9,46,58.1,232.1
1564,51.6,45.5,57.6,228.5
1565,45.7,51.3,57.8,224.3
1566,45.8,45.7,63.6,226.1
1567,45.5,45.7,63.6,226.8
1568,45.8,45.7,58.1,255.6
1569,45.6,45.5,58.3,240.4
1570,45.9,45.6,58.3,236.9
1571,45.9,46,58.6,226.5
1572,52,46,57.9,238.6
1573,52,46,58.2,269.8
1574,45.7,51.7,85.7,290
1575,45.8,52.2,60.9,272.1
1576,45.7,45.7,58.3,231.4
